App0,"([[20, 9], [12, 9], [10, 40], [17, 24], [3, 24], [22, 24], [2, 41], [13, 17], [15, 17], [8, 13], [11, 13], [24, 13], [7, 11], [18, 11], [0, 44], [19, 44], [21, 28], [4, 28], [14, 8], [5, 8], [9, 1], [1, 19], [6, 35], [23, 35], [16, 37]], ['0.08000588'])"
App1,"([[13, 9], [27, 9], [25, 9], [8, 9], [1, 9], [21, 40], [2, 40], [11, 40], [14, 24], [3, 24], [9, 41], [20, 17], [22, 17], [4, 17], [6, 13], [23, 13], [12, 13], [10, 13], [5, 11], [17, 11], [19, 44], [26, 8], [18, 1], [7, 19], [15, 19], [24, 35], [0, 35], [16, 22]], ['0.09068489'])"
App2,"([[5, 9], [18, 9], [11, 9], [7, 40], [14, 40], [9, 24], [22, 24], [3, 24], [4, 41], [10, 17], [1, 17], [23, 13], [6, 13], [19, 11], [0, 11], [8, 44], [2, 8], [20, 8], [21, 1], [15, 19], [16, 35], [13, 35], [12, 37], [17, 47]], ['0.04655123'])"
App3,"([[8, 9], [9, 9], [12, 9], [11, 9], [17, 9], [16, 40], [0, 24], [25, 24], [4, 41], [6, 17], [18, 17], [7, 17], [2, 13], [20, 13], [13, 11], [21, 11], [19, 44], [23, 28], [1, 28], [10, 8], [14, 8], [24, 1], [22, 19], [5, 35], [3, 37], [15, 37]], ['0.08260107'])"
App4,"([[0, 9], [6, 9], [1, 9], [3, 9], [5, 24], [4, 24], [2, 17]], ['0.01089120'])"
App5,"([[13, 9], [22, 9], [1, 9], [16, 40], [10, 24], [4, 24], [19, 41], [9, 41], [7, 17], [6, 17], [17, 13], [12, 13], [3, 13], [11, 13], [25, 11], [8, 11], [20, 44], [2, 28], [14, 8], [5, 8], [15, 1], [24, 19], [23, 35], [21, 35], [0, 37], [18, 37]], ['0.08639598'])"
App6,"([[1, 9], [3, 9], [0, 9], [7, 40], [4, 24], [2, 24], [6, 17], [5, 13]], ['0.01339865'])"
App7,"([[16, 9], [9, 9], [0, 9], [10, 9], [8, 40], [4, 24], [6, 24], [2, 41], [3, 17], [7, 13], [14, 13], [13, 13], [5, 11], [1, 11], [17, 44], [11, 8], [15, 8], [12, 1]], ['0.01866007'])"
App8,"([[5, 9], [15, 9], [7, 9], [13, 9], [16, 40], [0, 40], [1, 24], [19, 41], [6, 41], [17, 17], [14, 13], [9, 13], [3, 13], [4, 13], [8, 11], [20, 11], [18, 44], [2, 8], [12, 8], [11, 1], [10, 19]], ['0.05611706'])"
App9,"([[9, 9], [7, 9], [21, 40], [22, 40], [11, 24], [12, 24], [15, 41], [6, 41], [13, 17], [10, 17], [3, 17], [8, 13], [19, 13], [16, 13], [5, 11], [14, 11], [0, 28], [20, 8], [18, 8], [4, 1], [17, 19], [1, 35], [2, 22]], ['0.06683612'])"
App10,"([[11, 9], [12, 9], [3, 9], [21, 9], [8, 40], [13, 24], [19, 41], [9, 41], [18, 17], [20, 17], [0, 13], [6, 13], [7, 11], [14, 11], [15, 44], [22, 28], [10, 28], [1, 8], [5, 8], [4, 19], [17, 35], [2, 37]], ['0.05032277'])"
App11,"([[3, 9], [4, 9], [1, 9], [0, 40], [2, 24], [5, 41]], ['0.00868893'])"
App12,"([[14, 9], [6, 9], [4, 9], [3, 9], [8, 9], [10, 40], [0, 24], [1, 24], [7, 17], [9, 13], [11, 13], [12, 11], [13, 11], [5, 8], [2, 35]], ['0.02895904'])"
App13,"([[18, 9], [13, 9], [2, 9], [20, 9], [7, 40], [9, 40], [17, 24], [8, 41], [11, 41], [3, 17], [4, 17], [10, 13], [0, 13], [5, 13], [16, 11], [12, 11], [19, 28], [15, 8], [6, 1], [1, 19], [21, 35], [14, 22]], ['0.02778602'])"
App14,"([[13, 9], [19, 9], [2, 9], [16, 9], [28, 40], [0, 24], [27, 24], [24, 24], [23, 17], [4, 17], [8, 13], [20, 13], [3, 13], [18, 13], [6, 11], [21, 44], [14, 8], [5, 8], [15, 1], [1, 19], [9, 35], [11, 37], [22, 22], [25, 23], [7, 7], [10, 47], [26, 45]], ['0.07234597'])"
App15,"([[6, 9], [9, 9], [13, 9], [0, 40], [10, 24], [3, 41], [14, 17], [4, 17], [2, 13], [5, 13], [7, 11], [12, 11], [11, 11], [8, 44], [1, 35]], ['0.03269100'])"
App16,"([[15, 9], [1, 9], [0, 9], [14, 9], [13, 40], [12, 40], [2, 24], [10, 24], [8, 41], [9, 17], [5, 17], [11, 13], [4, 13], [6, 11], [7, 11], [3, 8]], ['0.01391006'])"
App17,"([[4, 9], [17, 9], [21, 9], [9, 9], [22, 9], [0, 40], [6, 40], [19, 24], [5, 24], [14, 24], [2, 41], [8, 41], [1, 17], [3, 17], [12, 13], [13, 13], [10, 13], [20, 11], [16, 11], [11, 44], [7, 8], [15, 8], [18, 35]], ['0.02360511'])"
App18,"([[2, 9], [7, 9], [8, 9], [12, 9], [1, 40], [3, 24], [4, 24], [16, 41], [6, 17], [10, 17], [5, 13], [0, 13], [9, 13], [14, 13], [15, 11], [13, 11], [11, 8]], ['0.01431298'])"
App19,"([[6, 9], [9, 9], [8, 9], [7, 40], [1, 24], [4, 41], [10, 17], [5, 17], [3, 13], [11, 13], [2, 11], [0, 11]], ['0.00803304'])"
